origen,titulo,categorias,palabra_clave,votos,texto
Pintamania,EL BORRACHO SE MAREO,Chistes de borrachos,NA,0,Habia un borracho que estaba agarrado de un palo pasa un policia y le dice que estas haciendo ahi estan dando bueltas todas las casas estoy esperando a que pase la mia .
Pintamania,BORRACHIN,Chistes de borrachos,NA,0,¿se me nota que estoi borracho? -no solo cuando vomitas.
Pintamania,BORRACHOSSS,Chistes de borrachos,NA,0,Dos borrachos iban caminando po la via y uno le dice al otro vamos a dormir.... se duermen en la via al rato pasa un tren y aplasta a uno de ellos ........cuando el otro se levanta le dice pucha guevon que desparramado que dormis!!!! jajajaja.
Pintamania,RTUYT867,Chistes de borrachos,NA,0,Aser4t r5tffrturtjjuutuu8y677878jejejejejejeje.
Pintamania,EL BORRACHIN,Chistes de borrachos,NA,0,"Un borracho estaba en una esquina,viene un cobani y le pregunta q se le perdio y el borracho le contesta el equilibrio.jajajajajaja."
Pintamania,BUENISIMO,Chistes de borrachos,NA,0,Habïa un borracho en un bar y le dice a una señora:eres mas fea que las tripas con mo.y ella le dijo:estas borracho verdad???Si pero a mi mañana se me pasa pero tu mañana seguiras siendo fea..
Pintamania,LOS BORRACHOS DE MI BARRIO,Chistes de borrachos,NA,1,"Estos son dos borrachos que naturalmente estan tomandose un wwwisskyyyy y le dice el uno al otro . compadreeeeee...compreme un coco,y contesta ese,en esa palmera hay uno carai pive,y dice el otro,pero eso es una palmera de platico buey,y contesta el otro cojonaaaaaaaaaaaa digo esa vieja que vende compadre chapisss.."
Pintamania,EL GALLO,Chistes de borrachos,NA,0,"Llega un borracho a una cantina,entra y grita quien es gallo nadie contesta, grita de nuevo-quien es gallo y nadie contesta- ala tercera vez un hombre contesta:-yo soy gallo,¿porque? -para que me lebantes a las 5:00 de la mañana.."
Pintamania,ALE MORENA,Chistes de borrachos,NA,0,Esto era un borracho que le gustaban las morenas pero el era blanco y ellos los amigos ....
Pintamania,EL BORRACHO MION,Chistes de borrachos,NA,0,Estaba un borracho orinando en la calle y va un policia y le dice que bonito que bonito y el borracho contesta y eso ke no me a visto tomando wiski.
Pintamania,FEA!!!!,Chistes de borrachos,NA,0,"Estaba un borracho en una esquina, cuando una mujer pasa caminando, el borracho la observa y le dice: ¡Adiós fea! La mujer indignada se da media vuelta y le dice: ¡Borracho! El borracho con una sonrisa le dice: Sí, pero a mí, mañana se me pasa. Chistes Buenos a tope!!! Eso es... ."
Pintamania,PAN,Chistes de borrachos,NA,0,"Esto era un borracho que entra en un bar y le dice al camarero:camarero quiero un pan, pan ,pan y dice el camarero:ya lo mataste."
Pintamania,LOS BORRACHITO,Chistes de borrachos,NA,0,Era una vez tre borrachito en una litera de tres el primero dice com dios me acuesto y con dios melevanto el otro dice com la virgen y el espiritusanto la litera secae y el de abago dise vieron pormontal esepoco jente aqui.
Pintamania,LOS TONTOS Y EL BORRACHIN,Chistes de borrachos,NA,0,"Va un borracho conduciendo por la carretera, y de golpe se encuentra a un tio con un uniforme verde. Borracho:- ¿Quien eres tu? ???:- Soy el tonto del uniforme verde. El borracho sigue conduciendo... y se encuentra a un pavo con un uniforme rojo. Borracho:- ¿Quien eres tu? ???:- Soy el tonto del uniforme rojo. El borracho conduce y conduce hasta que se encuentra a otro pavo con uniforme pero azul. Borracho:- Espera, espera, ya se quien eres, eres el tonto del uniforme azul, ¿lo adivino? ???:- No, soy un policia, ¡¡¡a la carcel!!! ."
Pintamania,UN HOMBRE..,Chistes de borrachos,NA,0,Esto es un hombre que va un bar y se pone unas cervecitas y unas aceitunitas el camarero se las pone se las come y dice el hombre el dice ¿cuanto es? el camarero le dice 50 $ el hombre pone los 50 $ y dice el camarero un momento caballero dice el vale y cuando viene el camarero dice el hombre !!Hay que el mono se ha comido los cincuentas $$!!! y dice el camarero caballero no pasa nada le invita la casa :) dice el vale gueno se va a otro bar piede lo mismo al cobrar pone los 50$ en la mesa y cuando viene el camarero el hombre dice !!!!!Hay que el mono se ha comido mis 50$!!!!! y se pone el camarero ¿Pero caballero como se va a comer el mono los 50$ si el mono estaba disecado?! xDD os ha gustado? si os a gustado me alegro y si no no pasa na gueno crecaias por leerlo!!.
Pintamania,BORRACHO,Chistes de borrachos,NA,0,Habia una vez un perro q se llamaba pegamento se callo y se pego.
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,"Llega un borracho a las 2:00 de la madrugada y le grita a su mujer : abreme o tecateo y otra vez abreme o tecateo y abre una tecate y glu, glu,glu ,glu...."
Pintamania,POBRE BORRACHO,Chistes de borrachos,NA,0,"Esto es un borracho k llega a las siete de la mañana a su casa y cuando abra la puerta se encuentra a su mujer con una escoba y le dice: - ¿oye, vas a volar o estas berriendo?."
Pintamania,TUQUITUQUI,Chistes de borrachos,NA,0,Habia una vez 1 borracho q tenia q pasar x 1 iglesia y siempre q pasaba orinaba la esquina cantando con mi burrito sabanero voy camino de belen si me ven si me ven voy camino de belen y eso lo acia siempre una monja muy molesta con el borracho tuvo una gran idea para que el borracho no lo iciera mas espero al borracho q ya venia cantando con mi burrito sabanero voy camino se puso a orinar terminando la cancion de belen si me ven si me ven voy camino de belen sale la monja con 1 cuchillo tomando la parte del hombre canta tuqui tuqui tuqui tuqui tuqui tuqui tuqui tuqui ta y adivinen el borracho dejo de orinarce en la esquina de la iglesia.
Pintamania,EL MENTIROSO,Chistes de borrachos,NA,0,"Esto es una vez uno hombre que siempre,siempre,siempre mentia pero un dia no mintio y a los cuatro segundo otravez."
Pintamania,BORRACHO,Chistes de borrachos,NA,0,Esto era un borracho que iba a su casa y toca una farola y grita marina marina luego viene un señor y le dice es una farola.
Pintamania,FEA,Chistes de borrachos,NA,0,Fea mas que fea borracho mas que borracho pero a mi mañana se me pasa jajajajaja.
Pintamania,EL BORACHO QUE SE CAYO DE LA L,Chistes de borrachos,NA,0,Abia una vez dos borrachos que dorman en una litera i el borracho de arriba empezo a orar condios me acuesto con dios me levanto i el espiritu santo en eso se cae de la litera i el borracho de arriba le dice biste eso te pasa por dormir con tanta gente.
Pintamania,EL INDIO,Chistes de borrachos,NA,0,"Estoes un indio que va aun bar i le dice el indio al camarero:yo querer wisqui se bebe el wiski y dice:ami wiski no gustar yo wuiski no pagar, va al siguiente dia i dice el indio :yo querer wiski a mi wiski no gustar yo wiski no pagar, va al siguiente y dice el camarero:ke otra copita ¿no? y dice el indio:no por que tirar gran pedo y matar caballo.."
Pintamania,LOS DOS BORRACHITOS,Chistes de borrachos,NA,0,"Avia una ves dos borrachitos que estaban en una isla uno era inteligente y el otro bruto y encontraron una cama litera el inteligente le dice al otro (tu duermes arriba y yo abajo ) y el de arriba enpiesa a resar (santa maria madre de dios ) jesus llevame por buen camino ,y de rrepente se cae la cama de arriba y le cae al inteligente y le dice (biste eso te pasa por dormir con tanta gente) fin jajajajjaja."
Pintamania,JAIMITO,Chistes de borrachos,NA,0,Habia una vez un borracho gue grito jaimito¡¡¡ ven para aka esta niña guien es no se tiene cerebro grande tirate de un baranco como uste diga agarreme de tu sabes gue jaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajaja.
Pintamania,PEPITO,Chistes de borrachos,NA,0,Pepito se fue con su papa y le di.
Pintamania,EL CHISTE,Chistes de borrachos,NA,0,"En una selva ven que hay muchos animales,a si que el jefe dice hay ke expulsar ha algun animal entonces hacen un concurso de chistes de juez hay:una tortuga un leon y un elefante pasa el cocodrilo y cuenta un chiste todos se rien pasa el tigre cuenta el chiste y todos se rien pasa la serpiente cuenta un chiste y todos se rien y va la nutria cuenta un chiste...nadie se rie menos la tortuga le dicen p¿orque te ries?.Y dice porque acabo de pillar el de el cocodrilo Moraleja:las tortugas son lentas xDD... HOS PONDRE MAS POR ABAJO...."
Pintamania,ANDA QUE LOS LEPEROS!!!!!!,Chistes de borrachos,NA,0,Sta el borraxo en la comisaria y le ice el policia-emos llamao a su muje y viene pa ca-y ice el borraxo-y que a ixo-y le ice el policia-no a ixo na-y ice el borraxo entonc no era mi muje!!!!! :p:p:p:p:pgracias:p:P:P:P:P.
Pintamania,JUAN BOBO,Chistes de borrachos,NA,0,"Habia una ves un borracho que se llamava juan bobo y tenia unas pero unas ganas de cagar y corrio asta el ultimo0 edificio y hay saco las nalgas y comenso a desirle al mojoncito sal sal maldito y el mojoncito le dijom si mira pa que me mte,,,, jajaja."
Pintamania,BATMAN,Chistes de borrachos,NA,0,"Va un borracho por la calle i se encuentra con una monja.Lepega un combo,la tira al suelo y le dice... -levantate batman,y sigue luchando. fin ja ja ja ja ja ja ."
Pintamania,JA JA JA..,Chistes de borrachos,NA,0,Habìa una vez un borracho caminando por una calle y lo vio un policia y dicie le policia dime tu nombre y dice ja ja y me rio DIME TU NOMBRE dice enfadado el policia o te dio un balaso y dice ja ja y me rio le da el valaso y ve su credencial de salud que decia ja ja y me rio .
Pintamania,AUSCURAS,Chistes de borrachos,NA,0,Estaban dos amigos en la cantina y uno le dijo al otro bite el apagon de a noche y el otro le dise no porque me quede a osccuras.
Pintamania,EL BORRACHO BONITO,Chistes de borrachos,NA,0,Habia una vez un boracho que estaba tomando cerveza en una esqina entonces se le acerca un policia y le dice -muy bonito muy boniito-y el borracho le reponde -gracias-.
Pintamania,BIZCOCHOO,Chistes de borrachos,NA,0,Estaa un borachoo sentado en la esquina pasa una abuelita con su nieta y le dise el borracho ala nieta adios bizcocho y la abuelita se enoja y le dise al borracho qe dijiste y el boracho le contesta dije bizcocho no pan de muerto jajajajja .
Pintamania,EL CHINO,Chistes de borrachos,NA,0,Habia un chileno que se llamaba julio.tenia un vecino chino y el chileno tenia muchos perros y le molesto al chino y el chino llama a los carabineros y les dise los pelos del culo no me dejan dormir entonses cortatelos.
Pintamania,DOS BORRACHOS,Chistes de borrachos,NA,0,Entran 2 borrachos en un bar y se toman muchas copas de vino y le dice uno al otro: Quien aguante mas tiempo sin respirar paga las copas.Y se murieron los dos..
Pintamania,LOS BORRACHOS,Chistes de borrachos,NA,0,Que le dice un borracho a otro R:tomemos otra cervesa despues de las otras catorce..
Pintamania,EL BORACHIN,Chistes de borrachos,NA,0,Era una vez un borracho que iba por la calle y se encontró una vieja. El borracho le da un puñetaso a la vieja y grita: ¡Levántate batman y lucha! ue iva por la calle y se.
Pintamania,EL FEO Y EL GUAPO,Chistes de borrachos,NA,0,Es un borracho k vivia en una caseta aparesio un guapo k vivia en una mancion el borracho feo le robo todas sospertenencias y luego se dio cuenta de k eran ermanos.
Pintamania,SUPERMAN,Chistes de borrachos,NA,0,Era ace una vez superman que le dijo a un borracho amigo te llevo a tu casa y el borracho le dice si y en una el tontito de superman se fue por la calle en vez de volar y los atropellaron y los dos terminaron en el hospital..
Pintamania,EL QUE BEBE PA OLVIDAR,Chistes de borrachos,NA,0,"Llega un boracho ala 1 de la mañana y le dice al camarero:1cerveza con muco alcol asi sucesiva mente asta las 3 de la mañana,el camarero en ese momento se cansade servirle alcol y le pregunta al borracho:por que bebes tanto.y el borracho le responde:pues buen amigo yo bebo para olvidar para olvidar mis grandes penas y el camarero dice que grandes penas:el borracho responde:pues que mi mujer me adicho que boy tener un niño,y no me gustaria tenerme que despertar por la noche para canbiarle y darle el biberon,y sguio asta las 5 de la mañana bebiendo......"
Pintamania,HOLA,Chistes de borrachos,NA,0,Un señor le dice fea mas que fea i la señora dice borracho mas que borracho i el señor dice pero a mi se me pasara mañana..
Pintamania,LA GAY,Chistes de borrachos,NA,0,Eran dos borrachos qe andaban x la calle y uno le dice al otro :- mama mama...mama luchetti y el otro le responde:- desde cuando sos el hijo de luchetti? ajjajajajajaaajaajajja.
Pintamania,EL PADRE HE HIJO,Chistes de borrachos,NA,0,Hay dos borrachos en un bar y uno dice: -me voy pa casa y el otro le dice: -te voy ha acompañar y el mismo le pregunta: -donde bibes? el otro responde: - en la calle de abajo y el otro le dice: -yo tanbien y en que edificio: -el 100 y el otro dice: -yo tanbien y en que piso dice el mismo: -el cuarto b y el otro dice : -yo tanbien resumen: Que eran padre he hijo y como estaban tan borrachos no se enteraban .
Pintamania,CANTINA Y POMPIS,Chistes de borrachos,NA,0,Que hay de diferiencia una cantina y unas pompas que en las dos salen pedos.
Pintamania,LAURA FEA,Chistes de borrachos,NA,0,Era una niña tan fea que se enborracho con alba .
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,"Va un borracho al bar i le dice al mecero deme algo fuerte i el mecero le da un wiski al otro dia va otra vez i le dice qiero algo mas fuerte qe ayer i le dio algo mas fuerte al otro dia va i le dice qiero algo mucho mas fuerte i el mecero le dio nafta,alcohol...i otras mezclas... al otro dia va i le pide u vaso de leche...i el mecero le preg. - y el caballo? i el borracho dice -no se lounico qe se es que me tire un pedo i se prendio fuego...jajajajajajajajjajja ."
Pintamania,HOMBRES,Chistes de borrachos,NA,0,En que se parece un vestido de novia a un hombre??? que solo sirve una sols vez.
Pintamania,EL BORRACHO Y LA FEA,Chistes de borrachos,NA,0,"Habia un borracho en una esquina y pasa unachica y el borracho dice fea ,borracho y el borracho le dice si pero a mi se me pasa mañana."
Pintamania,QUE LE DIJO UNA PARET A OTRA P,Chistes de borrachos,NA,0,Que le dijo una paret a otra paret?le dijo nos bemos en la esquina.
Pintamania,CACA,Chistes de borrachos,NA,0,"Caca , caca , y mas caca,y mucha caca ,,,,,,.......................................puta que ay caca."
Pintamania,LOS INDITOS,Chistes de borrachos,NA,0,"ERAN DOS INDITOS Y SE VAN A RENTAR UN CUARTO A UN OTEL PERO LOS INDITOS NO DUERMEN EN LA CAMA Y SE METEN ADUBAJO DE LA CAMA EN ESO YEGA UN MATRIMONIO AL MISMO CUARTO DONDE ESTABAN LOS INDITOS ENTONSES EL MATRIMONIO BA ASER EL AMOR Y EL ESPOSO LE DICE A SU MUJER ABRETE A LO ANCHO Y EL INDIO LE DICE A SU COMPADRE HOY COMPADRE QUE VENDEN UN RANCHO,DESPUES EL ESPOSO LE DICE A SU MUJER YA SIENTES PELITOS Y EL INDIO LE DICE A SU COMPADRE HOY COMPADRE Y CON TODO Y BURRITOS DESPUES LE DICE EL ESPOSO A SU MUJER YA SIENTES QUE TE ENTRA Y EL INDIO LE DICE A SU COMPADRE HOY COMPADRE Y EN CIENTO CICUENTA EN ESO EL INDIO SALE DE ADEBAJO DE LA CAMA YO LO COMPRO, YO LO COMPRO. JAJAJAJAJAJAJA ESPERO QUE LES GUSTE BYE BESITOS MUUUUUUUUA SALUDOS A TODOS EL QUE LO LEYERON CHAITO.."
Pintamania,NO SE,Chistes de borrachos,NA,0,K LE DICE UN BORRACHO A OTRO...R:K ME CAIGO.
Pintamania,PEPITO,Chistes de borrachos,NA,0,Iva un borrachito con sus dos servesas y lo ve una viejita diciendo una vallena entonces la viejita llama ala policia señor hay aqui un viejo loco y lla llega la policia muy campante y le dice el borrachito esque una va llena le hace con la cervesa.
Pintamania,BORRACHITO,Chistes de borrachos,NA,0,Habia una pareje de novios y a lado de ellos un borrachito entonces el novio le dice amorosamente a la chica tienes ojos de lucero dientes de corral y te an bajado del cielo por ser hermosa y celestial cuando el borrachito llego a su casa le dice a su esposa tines ojos de becerro dientes de corral y te an bajado del cielo por ser bruta y animal..
Pintamania,LOS SEXISTAS,Chistes de borrachos,NA,0,Dos booorachos se asen el sexo y la mujer dice hay que sexista servesa .
Pintamania,EL BORRACHO Y EL BATMAN,Chistes de borrachos,NA,0,Un borracho que llega a la entrada de un combento y le empiesa a pegar a una monja pom pom pom se le vanta del suelo y dise el borracho ni tu eres batman ni na de na .
Pintamania,DIOS K LOKO,Chistes de borrachos,NA,0,Un hombrede rep.dom tireo constanza estaba borracho y llego a su casa y dijo a su hijo mi hijo apaga las 2 puertas y cierra eso 2 bombillo.
Pintamania,GGG,Chistes de borrachos,NA,0,Fffffffffffffffffffffffffffffffffffffffffffff.
Pintamania,EL DOCTOR,Chistes de borrachos,NA,0,Un señor le dice ha una ñiña cual es la novia del cerdo? y lañiña esta comiendo con las manos y le dice el señor cerda!!!!!!!!!!!.
Pintamania,EL BORACHITO,Chistes de borrachos,NA,0,HABIA UNA VEZ UN BORRACHITO QUE FUE A LA IGLESIA Y LE DIJO EL PADRECITO QUE SE FUERA A SU CASA SI NO SE LE IBA A PARECER LA LLORONA EL VAMPIRO Y FRANQUESTEYN Y QUE SE APARECE LA LLORONA Y LE DICE AI MIS HIJOS Y EL LE DICE AI PORAI CUIDAS A LOS MIOS YSE LE APARECE ELVAMPIRO YLE DICE MIRA MIS RAYAS LLENAS DE SAGRE YEL LE DICE MIRA LAS MIAS LLENAS DE PULQUE Y SE LE APARECE FRANQUESTAYN Y LE DICE MIRA MIS RAYAS LLENAS DE SANGER Y EL LE DICE MIRA LAS MIAS LLENAS DE SAGRE .
Pintamania,EL REFLEJO,Chistes de borrachos,NA,0,Dos borrachos salen de un bar y se topan con un charco de agua donde se reflejaba la luna y uno pregunto: oye esa es la luna-si-respondio su amigo-entonces me podrias explicar que hacemos flotando en el espacio???? jijijajijija.
Pintamania,LA CAMARERA Y EL JINETE,Chistes de borrachos,NA,0,Esto es un jinete q va a una taberna y le dice a la camarera : camarera como no este el caballo aqui en 5 minutos hago lo q hice en san francisco.Se tomo una copa otra vez le dijo camarera como no este aki el caballo en 4 minutos hago lo q hice en san francisco se tomo otra copa este otrta vez le dijo camarera como el caballo no este aqui en 3 minutos hago lo q hice en san francisco.El caballo ya en la puerta y le dice la camarera oye x curiosidad ¿q es lo q hiciste en san francisco? y le dice irme andando. jajajaja.
Pintamania,CHISTE,Chistes de borrachos,NA,0,Que pide el esqueleto cuando va a un bar?una cerveza y una fregona.jejeje.
Pintamania,NIVEA,Chistes de borrachos,NA,0,Por ke lo vorrachos sierran los hojos para ponerse crema?? rta:por ke dise nivea.
Pintamania,EL PAPA Y EL HIJO,Chistes de borrachos,NA,0,Llegan dos borrachos a una colonia y uno le dice al otro-mira aquella es mi casa-dijo el primer borracho-no es sierto-esa es mi casa-y comensaron a dicutir cuando el otro dice-es mi casa y te lo demuestro -toca el timbre y sale una señora muy enojada y les dice-no tienen verguenza que estan borrachos padre e hijo .
Pintamania,UN BURROCHO CHINO,Chistes de borrachos,NA,0,UN BORRACHO CHINO LE DICE ASU COMPA COMO SE LLAMA EL MEJOR JUGADOR DEL MNDO -PELE - A ENTONSES T PELE ASTE CON MI PILI NN AJAAJAAAJAJAAJAJAJAJAAJA.
Pintamania,SOY LA BRUJA SI DIENTES¡,Chistes de borrachos,NA,1,"Estaba un mexicano,indito y un borrachito con una cerveza y unos cacahuates estan en un hotel y dice el mexicano dice:me da un cuarto osea de un hotel nada mas tenemos el de la bruja sin dientes dice la señora que da los cuartos le dice el mexicano me da ese a la noche soy la bruja sin dientes sale corriendo¡ llega el indito y le dice me da un cuarto nada mas tenemos el de la bruja sin dientes me da ese a la noche soy la bruja sin dientes sale corriendo¡llega el borrachito ip¡¡ meda un cuarto nada mas tenemos el de la bruja sin dientes me da ese ip¡¡¡ a la noche soy la bruja sin dientes¡¡ y el borrachito le dice: pos ya te fregaste por que te iva a dar cacahuates ja ja jaja ¡¡¡¡¡."
Pintamania,UN BORRACHO DIVORCIADO,Chistes de borrachos,NA,0,U n borrachito le toca la puerta a su esposa y le dice mi amor me gane la tinka y nos vamos de viaje y la esposa le dice que ropa enpaco la de verano o de inbierno y el borracho le dice las dos te vas de la casa.
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,ESTE ERA UN BORRACHITO QUE ESTABA RECARGADO DE UN POSTEL BIEN ABRAZADO EL BORRACHO TENIA GANAS DE ECHARSE UN PUM PERO LLEGO UN POLICIA Y LO AGARRO DE LAS MANOS LA GENTE GRITABA QUE LO SUELTE QUE LO SUELTE Y EL BORRACHO SOLTO EL PEDIN .
Pintamania,BORRACHITO,Chistes de borrachos,NA,0,Habia una vez una señora que iva con un perro que se llamaba te lo vi y habia un curaito asiendo pipi y a la señora se le escapa el perro y grita te lo vi telovi y el curaito le no mentira por que lo escondi.
Pintamania,BORACHIN BORACHAN,Chistes de borrachos,NA,0,Eso era un borracho que se encontro una señora y le dice el boracho: -Fea. y la señora responde: -Borracho. Y el borracho: -Si pero ami mañana se me passa. .
Pintamania,LA MUJER DE MIS TETAS,Chistes de borrachos,NA,0,Era una mujer que tenia un perro que le puso mis tetas y dice la mujer a un hombre ha visto por casualidad mis tetas y dice el hombre no pero me gusttaria verla.
Pintamania,LOS BORRACHOS,Chistes de borrachos,NA,0,VAN DOS BORRACHOS ANDANDO POR UNA CALLE Y LE DICE UNO A OTRO NO TENIAS QUE IR A LA FARMACIA A COMPRAR UNA CERVEZA SI PERO LE ESPERO A MI MUJER PORQUE NO ME FIO DE MI .
Pintamania,BORACHITO,Chistes de borrachos,NA,0,"Un borachito va por la calle y ve caca perro se detiene, la mira la huele, la prueba..dice uff gracias a dios no la pise."
Pintamania,LA CACA A LA OTRA,Chistes de borrachos,NA,0,¿qe le dise una caca-a otra caca? tai pasao a mierda.
Pintamania,LAS CACAS,Chistes de borrachos,NA,0,QUE LE DICE UNA CACA A OTRA UF ESTOY BORRACHO .
Pintamania,NO KIERO MAS PALIZAS,Chistes de borrachos,NA,0,Esto es un borracho k llega a un bar y le dice al camarero porfavor porfavor traigame tres cerbezas una pa ti otra pa mi y otra par cateto de tu opadre al rato le dice otra bezcamarero porfavor porfavor traigame tres cerbezas una pa ti otra pa mi y otra par cateto ya el camarero aguantando mosqueao y le dice el borracho porfavor porfabor traigame tres cerbezaas una pa ti otra pa mi y otra par cateto de tu padre ya el camareromosqueao del to le da una paliza.Al año ba otra vez y le dice porme dos zerbezas una pa mi y otra par cateto de tu padre ijoesk no kiero de cir para ti pork te moskas.
Pintamania,EL ARBOL,Chistes de borrachos,NA,0,Era un borracho que estaba orinando desde arriba de un arbol cuando pasa un polisia y le grita hey... hey... boorrachoo... (borracho)mande ihp (poli)bajate de hai (borracho)si como no contesta despues de bajar el poli le dice... aber tu kien eres (borracho)ps... el k estaba miando alla arriba .
Pintamania,EL BORACHO,Chistes de borrachos,NA,0,"Un boracho le pregunta a otro boracho, como te va la bida , vien pero ya se me acabo la botella de wiski ."
Pintamania,LA BANANA,Chistes de borrachos,NA,0,Iban dos borrachos al bar y uno le dice al otro cuanto das por mi suegra y el otro borracho dijo -ni un sentabo y le respondio ok trato no asepto deboluciones .
Pintamania,BORACHIN,Chistes de borrachos,NA,0,"Un borrachin le enseña haotro borrachin el reloj que le habia traido de fuera a un amigo : ¡Miraque reloj me ha traido mi primo!Da la hora,los minutos,los segundos,la fecha,tiene alarma,cronometro,luz... Y ademas que mi primo me dijo que me podia bañar con él,pero aúnno le he encotradoel botón para que echeel agua... ."
Pintamania,BATMAN Y LA MONJA,Chistes de borrachos,NA,0,Iba un borracho por la calle y se encuentra a una monja la pega una paliza y cuando la monja esta en el suelo tumbada el borracho le dice -batman lebantate y lucha .
Pintamania,EL BORACHO,Chistes de borrachos,NA,0,"Un boracho le preguta a otro como te va la vida ,vien pero ya se me acabo la botella de wiski."
Pintamania,BORRACHOS,Chistes de borrachos,NA,0,Un borracho va cantando por la calle:maria de la O y entonces eran las 5 de la mañana y se asoma una mujer al balcon y le dice oye tu sabes k ora es y el borracho seguia cantando y dice la mujer voy a llamar a la policia y dice el borracho: queee que es k la policia va a cantar me jor k yo.
Pintamania,EDIFICIO,Chistes de borrachos,NA,0,Un dia estaba un mexicano un chino y un italiano undia el mexicano dice mi esposa me mando sanduwis si me esposa me vuelve a mandar un sanduisw metiro del octavo piso elchino dice hoo mi esposa me mando pizza si miesposa me vuelve ea mandar pisa me tiro del octavo piso elitaliano dice o mi esposa memando sphatti con albondiiigas si mi espos me vuelvea mandarsphatti con metiro del octavo piso al otro dia a los tres le mandan alos tres lo mis mo y los tres selansan las tres esposas is tan por q lemande sphatti con anbondigas si lla me habia dice cho la del italiaono dijo lomis mo pero lade el mexicano dijo yo nimme preocupo yo no me ago el lonche todos los dias .......jajajajajajajaaja.
Pintamania,KOJO,Chistes de borrachos,NA,0,Ai un tio y le dice al otro : hueles a mono untado con vinagre.
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,Un borracho va por la calle y dice q vida tan loca con mujeres de bebida y una chorva bevida.
Pintamania,BORRACHONES,Chistes de borrachos,NA,0,Ahi un boracho en un bar y dice: le doy mil pelas al q m lleve a casa. y un hombre dice: YO. va el hombre y le sube al borracho por una rampa a cuestas y le pregunta el hombre: donde vives++ si yo supiera donde vivo no te daria mil pelas.
Pintamania,VIEJA,Chistes de borrachos,NA,0,Estaba una abuelita que tenia un perro que se llamaba telovi y habia un borracho que estaba orinando y a la vieja se le perdio y le dijo telovi el borracho penso que disiendo a el borracho le dijo y como es y la abuela dijo que era grande y peludo.
Pintamania,JAJAJA,Chistes de borrachos,NA,0,Esto era un hombre muy timido y entra a un bar y pide un cafe y le dice el camarero ¿solo? bueno pues pongame dos.
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,ERA UN BORRACHO QUE SE CALLO A UN LAGO Y PASA UN SEÑOR Y LE DISCE NESECITA AYUDA Y EL SEÑOR LE DICE NO DIOS BRENDRA A AYUDARME PASA UN BOTE Y LE DICE NECESITAS AYUDA Y EL SEÑOR LE DICE NO DIOS BENDRA A AYUDARME ISE MUERE IBA AL CIELO Y LE DICE EL SEÑOR DIOS POR QUE NO ME SALBASTE Y DIOS LE DICE SI TE MANDE UN VIEJO Y VOTE TARADO. .
Pintamania,EL INDIO,Chistes de borrachos,NA,0,Iva un borracho manejando cuando un policia lo para y le dice: oiga no vio la flecha y el borracho le responde:tampoco al indio que me la tiro .
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,llega un borracho a su casa y toca la puerta y le dice a su esposa abreme vieja y le dice no y le vuelve a decir abre vieja no te voy a abrir y el borracho le dice traigo rosas para la mujer mas bella del mundo y abre su esposa y el borracho dice y donde esta la mujer mas bella del mundo. .
Pintamania,UN LADRON TONTO,Chistes de borrachos,NA,0,"Un ladron entra sorprecivamente a un banco, y !grita! que nadie se mueva, y saca su cuchillo y lo muestra, y dice; porque el que se mueva, y el paza su cuchillo por su garganta,pero por el lado del filo.y alli nomas callo muerto.."
Pintamania,EL BORRACHO Y EL POLICIA,Chistes de borrachos,NA,0,"Resulta q habian ido arobar un banco. cuando suena la alaema y los choros salen picando. los policias lo perciguieron. cuando los policias pasan por donde habia un borracho y le dijeron: -señor no vio quien doblo en la esquina -y el borracho le contesta: no señor cuando yo vine la esquina ya estaba doblada, ajajajaja!!!."
Pintamania,BORRACHO,Chistes de borrachos,NA,0,Papa como sabes si algien borracho hijo ves que alla vienen dos borracho si yo estari borracho berria tres.
Pintamania,NO ES UN LAPIS,Chistes de borrachos,NA,0,"Va un borracho caminando,mira al piso,y ve algo,lo alsa y dice: vendo un lapis,va un chico y le dice:esto no es un lapis,es un ¡¡SORETE!! ."
Pintamania,JAIMITO,Chistes de borrachos,NA,0,Si superman fuera mas listo no llevaria los calzoncillo encima del pantalon.
Pintamania,EL TIBURON,Chistes de borrachos,NA,0,HABIA UNA VEZ UN BORRACHO QUE TOMABA Y TENIA LA MANO CHUECA Y FUE A LA IGLESIA Y DIJO ANDALE DIOSITO COMPONME MI MANO Y TE PROMETO NUNCA MAS DECIR GROSERIAS SE LA COMPONE Y DICE HORA VERGA Y SE LA VOLVIO A ENCHUECAR .
Pintamania,EL ESPOSO BORRACHO.,Chistes de borrachos,NA,0,"Biene el esposo de una señora borracho, y el le dice:traigo flores para la mujer mas hermosa,ella abre la puerta y pregunta ¿¿donde estan las flores?? y el pregunta ¿¿y donde esta la mujer mas hermosa??."
