"word";"N";"list_sugerence_first";"list_sugerence_all"
"prima";"1";"prima";"prima,primá,rima,primea,primar,oprima,priman,primas,prisma,primal,primad,prime,primo,prisa,grima"
"primer";"10";"primer";"primer,premir,primee,prime,primera,primear,primero,primea,primar,primeo,primor,primen,primes,primeó,primeá"
"primera";"5";"primera";"primera,primear,primare,primer,primea,primeara,primeras,primara,primero,primeva,primer a"
"primeras";"1";"primeras";"primeras,primares,primera,primeas,primearas,primaras,primeros,primevas,prime ras,prime-ras,primer as,primer-as"
"primero";"8";"primero";"primero,primer,primeo,rimero,primeros,primera,primevo,prime ro,prime-ro,primer o"
"primitiva";"1";"primitiva";"primitiva,primitivas,primitivo"
"principe";"1";"principie";"principie,principela,principesco,principote,principiare"
"prisa";"2";"prisa";"prisa,piras,prosa,pisa,risa,aprisa,priesa,prisas,prisma,rispa,pisar,presa,irisa,trisa,plisa"
"probar";"1";"probar";"probar,proba,robar,probara,aprobar,probare,probará,probaré,probas,probad,pro bar,pro-bar"
"problema";"2";"problema";"problema,problemas"
"problemas";"1";"problemas";"problemas,problema"
"procesión";"1";"procesión";"procesión,profesión,pro cesión,pro-cesión"
"procure";"1";"procure";"procure,procuré,procuren,procures,procura,procuro,procuró,procurá,pro cure,pro-cure"
"profe";"1";"profe";"profe,profes,profa,prole,pro fe,pro-fe"
"profesionales";"2";"profesionales";"profesionales,procesionales,profesional es,profesional-es"
"profesor";"5";"profesor";"profesor,profeso,profesora,profesar,profesos,profe sor,profe-sor"
"profesora";"4";"profesora";"profesora,profesor,profesoras,profesara,profe sora,profe-sora,profes ora,profes-ora,profesor a"
"profundo";"2";"profundo";"profundo,profundó,profundos,profunda,profunde,profundá,profundé,pro fundo,pro-fundo"
"programadores";"1";"programadores";"programadores,programadoras,programa dores,programa-dores,programad ores,programad-ores,programado res,programado-res,programador es,programador-es"
"prohibidas";"1";"prohibidas";"prohibidas,prohibida,prohibidos,prohibid as,prohibid-as"
"prohibido";"1";"prohibido";"prohibido,prohibid,prohibidos,prohibida,prohibid o"
"prométeme";"1";"prometer";"prometer"
"prometió";"1";"prometió";"prometió,promedió,pro metió,pro-metió"
"prometiste";"1";"prometiste";"prometiste,pro metiste,pro-metiste"
"pronombres";"1";"pronombres";"pronombres,pronombre,prenombres,prohombres,pro nombres,pro-nombres"
"pronto";"2";"pronto";"pronto,prono,ponto,apronto,prontos,pronta"
"pronuncia";"1";"pronuncia";"pronuncia,pronunciá,pronunciar,pronuncian,pronuncias,pronunciad,pronuncie,prenuncia,pronuncio,pronunció,pronuncié"
"prostíbulo";"1";"prostÃ­bulo";"prostÃ­bulo"
"prostituta";"1";"prostituta";"prostituta,prostituya,prostitutas,prostituto,prostituía"
"protones";"1";"propones";"propones,pro tones,pro-tones,prosternes"
"provincia";"1";"provincia";"provincia,provincias,provincial"
"próximo";"1";"prÃ³ximo";"prÃ³ximo"
"prueba";"2";"prueba";"prueba,aprueba,prueban,pruebas,pruebe,pruebo"
"pruebas";"1";"pruebas";"pruebas,prueba,apruebas,pruebes,prueban"
"psicologo";"4";"psicologÃ­a";"psicologÃ­a,psicÃ³logo"
"psicólogo";"1";"psicÃ³logo";"psicÃ³logo"
"psiquiatra";"6";"psiquiatra";"psiquiatra,siquiatra,psiquiatras"
"pueblo";"3";"pueblo";"pueblo,pueblos,puebla,pueble,mueblo"
"puedan";"1";"puedan";"puedan,pueda,pueden,ruedan,puedas,quedan"
"puede";"12";"puede";"puede,pude,pueden,puedes,pueda,ruede,puedo,quede"
"pueden";"3";"pueden";"pueden,puede,puedan,rueden,puedes,queden"
"puedes";"2";"puedes";"puedes,puede,puedas,ruedes,pueden,quedes"
"puedo";"12";"puedo";"puedo,pudo,pedo,pueda,puado,puede,ruedo,quedo"
"puente";"1";"puente";"puente,punte,puentea,puentee,puenteo,puentes,puenteó,puenteá,puenteé,puntee,cuente,fuente,pu ente,pu-ente"
"puerco";"1";"puerco";"puerco,cuerpo,puercos,puerca,puerro,puerto,huerco"
"puerta";"9";"puerta";"puerta,perta,puertas,puerto,puesta,puerca,tuerta,muerta,huerta"
"pues";"100";"pues";"pues,púes,upes,puse,pies,pus,pes,punes,pules,pupes,pubes,pujes,pees,pres,ples"
"pués";"1";"pues";"pues,púes,pué,pus,puéis,peés,puás"
"puessss";"1";"pues";"pues"
"puesto";"9";"puesto";"puesto,apuesto,opuesto,puestos,puesta,puerto,presto,cuesto,tuesto,pu esto,pu-esto,pues to,pues-to"
"pulga";"2";"pulga";"pulga,pula,puga,pulgar,pulgas,purga,pulsa,pulla,pulpa,pulía"
"pulgas";"2";"pulgas";"pulgas,pulga,pulas,pugas,pulgar,purgas,pulsas,pullas,pulpas,pulías"
"pulgatorio";"1";"purgatorio";"purgatorio,pulga torio,pulga-torio,comulgatorio,nalgatorio,gratulatorio"
"puntillas";"1";"puntillas";"puntillas,puntilla,apuntillas,puntillos"
"punto";"4";"punto";"punto,puntó,pinto,puno,puto,unto,apunto,punteo,puntos,puntúo,punta,punte,ponto,punzo,punjo"
"puntos";"4";"puntos";"puntos,pintos,punto,putos,untos,puntosa,puntoso,puntas,puntes,pontos,juntos,puntás,yuntos"
"puntuales";"2";"puntuales";"puntuales,puntales,puntuares,puntuases,puntual es,puntual-es"
"puri";"1";"puro";"puro,pura,peri,purrir,purrid"
"puse";"3";"puse";"puse,pues,upes,supe,pise,pude,pus,use,puase,pause,apuse,opuse,pulse,pase,pese"
"pusieron";"1";"pusieron";"pusieron,supieron,pudieron,apusieron,opusieron,pusieran,pusieren,punieron,cusieron,pulieron,musieron"
"puso";"6";"puso";"puso,supo,piso,pudo,pus,uso,pauso,apuso,opuso,pulso,opus,paso,puse,peso,puro"
"puta";"5";"puta";"puta,tupa,pita,pura,puya,uta,pauta,putea,punta,putas,pata,peta,ruta,puto,pota"
"putada";"1";"putada";"putada,patuda,pitada,puada,pautada,puteada,puntada,putadas,pautad,patada,petada,rutada,potada,lutada,mutada"
"putas";"1";"putas";"putas,tupas,pitas,puras,puyas,puta,utas,pautas,puteas,puntas,patas,petas,rutas,putos,potas"
"puto";"2";"puto";"puto,tupo,pito,puro,pauto,puteo,punto,putos,puta,pato,auto,peto,ruto,poto,puno"
"puzzle";"2";"puzol";"puzol"
"qe";"1";"e";"e,que,re,ne,se,ce,te,le,de,me,pe,be,ge,fe,ve"
"que";"639";"que";"que,oque,qui,mue,fue"
"qué";"254";"que";"que,rué,qui,pué"
"què";"2";"que";"que,qui"
"qúe";"1";"que";"que,rúe,púe"
"queda";"6";"queda";"queda,quedá,quedar,quedan,quedas,quedad,quede,quera,rueda,quedo,quena,quema,quepa,pueda,quedó"
"quedan";"1";"quedan";"quedan,queda,queden,quedar,ruedan,quedas,quedad,queman,quepan,puedan,quejan,que dan,que-dan"
"quedaría";"1";"quedaría";"quedaría,quedara,quedarían,quedarías,quemaría,quejaría"
"quedaron";"1";"quedaron";"quedaron,quedaran,quedaren,quemaron,quejaron,quedarán,queda ron,queda-ron"
"quedarte";"2";"quedare";"quedare,quedarse,quedaste,quemarte,quejarte,que darte,que-darte,quedar te,quedar-te,quedar,quebrarte,terquedad"
"quede";"1";"quede";"quede,quedé,queden,quedes,queda,ruede,quedo,queme,puede,quedó,queje,quedá,que de,que-de"
"quedecía";"1";"que decía";"que decía,que-decía,quedaría"
"quedo";"2";"quedo";"quedo,quedó,queso,quedos,queda,quede,ruedo,quemo,quepo,puedo,quejo,quedá,quedé,que do,que-do"
"quedó";"2";"quedo";"quedo,quedó,queda,quede,quemó,quejó,quedá,quedé"
"quejoso";"1";"quejoso";"quejoso,quejosos,quejosa,quejo so,quejo-so"
"quema";"1";"quema";"quema,quemá,quena,quemar,queman,quemas,quemad,queme,quera,quemo,quima,queda,quepa,quemó,queja"
"quemado";"1";"quemado";"quemado,quemad,quemador,quemando,quemados,quemadlo,quemada,quedado,quejado,quema do,quema-do,quemad o"
"quemando";"1";"quemando";"quemando,quemado,quedando,quejando,que mando,que-mando,queman do,queman-do"
"quepo";"2";"quepo";"quepo,quepa,queso,quedo,quemo,quejo"
"queremos";"2";"queremos";"queremos,aqueremos,querremos,quebremos,queramos,quedemos,quememos,quejemos,que remos,que-remos"
"querer";"2";"querer";"querer,quered"
"quería";"8";"quería";"quería,quera,querría,querían,querías"
"querida";"1";"querida";"querida,queridas,querido"
"quesitos";"1";"quesitos";"quesitos,quesito,que sitos,que-sitos"
"queso";"1";"queso";"queso,quedo,queseo,quesos,oques,quiso,quemo,mueso,quepo,hueso,quejo,que so,que-so"
"quesos";"2";"quesos";"quesos,quedos,queso,muesos,huesos"
"quien";"13";"quien";"quien,quiten,quier,qui en,qui-en"
"quién";"17";"quien";"quien"
"quiera";"2";"quiera";"quiera,quieta,quier,quera,quieran,quieras,quimera,quiebra,quiere,quiero,qui era,qui-era,quier a"
"quieras";"1";"quieras";"quieras,quietas,quiera,queras,quimeras,quiebras,quieres,quieran,qui eras,qui-eras,quier as,quier-as"
"quiere";"13";"quiere";"quiere,quiete,quier,quieren,quieres,quiebre,quiera,quiero,qui ere,qui-ere,quier e"
"quieren";"3";"quieren";"quieren,quieten,quiere,quiebren,quieran,quieres,qui eren,qui-eren,quier en,quier-en"
"quieres";"19";"quieres";"quieres,quietes,quiere,quiebres,quieras,quieren,qui eres,qui-eres,quier es,quier-es"
"quiero";"22";"quiero";"quiero,quieto,quier,quiebro,quijero,quiera,quiere,qui ero,qui-ero,quier o"
"quieto";"3";"quieto";"quieto,quietó,quiero,quito,aquieto,quietos,quieta,quiete,quinto,quisto,quietá,quieté"
"química";"1";"quÃ­mica";"quÃ­mica"
"químico";"2";"quÃ­mico";"quÃ­mico"
"quince";"2";"quince";"quince,quinces,quinte"
"quinientas";"1";"quinientas";"quinientas,quinientos"
"quisiera";"5";"quisiera";"quisiera,quisieran,quisieras,quisiere"
"quiso";"1";"quiso";"quiso,quisto,quise,queso,quino,quito,quilo,quimo,guiso,qui so,qui-so"
"quita";"2";"quita";"quita,quitá,quia,quieta,quitar,quitan,quinta,quitas,quista,quitad,quite,quito,quina,cuita,quima"
"quitar";"3";"quitar";"quitar,quita,quitara,quitare,quietar,quintar,quistar,quitará,quitaré,quitan,quitas,quitad,guitar,quijar"
"quitas";"3";"quitas";"quitas,quitás,quitad,quita,quitase,quietas,quitaos,quintas,quistas,quista,quites,quitar,quitos,quitan,quinas"
"quité";"1";"quite";"quite,quité,quieté,quinté,quisté,quita,quito,guité,quitó,quitá"
"quizá";"1";"quitá";"quitá,quizÃ¡"
"quizás";"1";"quitás";"quitás"
"rabino";"1";"rabino";"rabino,rabio,abino,rabinos,rebino,sabino,ratino,rabilo,jabino"
"radio";"1";"radio";"radio,radió,rodia,radios,radico,radia,radie,rodio,ratio,ramio,rabio,jadio,radiá,radié"
"raja";"1";"raja";"raja,rajá,jara,taja,aja,rajar,rajan,rajas,rajad,graja,ajar,raje,reja,rara,rajo"
"rajoy";"9";"rajo";"rajo,rajo y,ajora"
"rama";"1";"rama";"rama,arma,rana,ama,reama,ramas,trama,ramal,drama,rampa,brama,grama,amar,rema,rara"
"rambo";"1";"ramo";"ramo,rabo,ambo,bramo,rombo,ramio,cambo,ralbo,lambo,rumbo,mambo,rampo,zambo,yambo,rambla"
"ramos";"1";"ramos";"ramos,maros,romas,tamos,ranos,ramo,amos,ramosa,aramos,raemos,eramos,ramoso,roamos,oramos,ramios"
"ranas";"1";"ranas";"ranas,arnas,sanar,rasan,rabas,ramas,rana,aranas,roanas,randas,ruanas,granas,raras,ranos,nanas"
"rangers";"1";"generan";"generan"
"rápido";"6";"rompido";"rompido"
"raro";"1";"raro";"raro,rora,taro,rato,aro,rareo,rearo,raros,orar,rara,roro,rano,raso,caro,ralo"
"rato";"7";"rato";"rato,taro,rota,tato,raro,rayo,ato,rateo,reato,ratio,ratos,trato,urato,rapto,grato"
"ratón";"1";"ratean";"ratean"
"ratoncito";"4";"citrato";"citrato,nitrato"
"ratones";"1";"ratones";"ratones,ratines,ratone,ratonas,ratonen,razones,ratonás"
"rayos";"1";"rallos";"rallos,rayos,royas,ratos,rayo,ayos,rayosa,rayoso,rayas,rayes,raros,royos,ranos,rasos,sayos"
"razón";"1";"razona";"razona"
"real";"2";"real";"real,eral,rea,renal,resal,retal,reas,leal,peal,re al,re-al"
"realidad";"1";"realidad";"realidad,revalidad,realizad"
"rebienta";"1";"revienta";"revienta,resienta,recienta,retienta,reavienta,reorienta,ambientar,enrabieta"
"recaudados";"1";"recaudados";"recaudados,recaudado,recadados,recaudadas,recaudador,recaudamos,re caudados,re-caudados,recauda dos,recauda-dos,recaudad os,recaudad-os"
"recepción";"2";"recepciÃ³n";"recepciÃ³n"
"recepcionista";"1";"recepcionista";"recepcionista,recepcionistas"
"recibe";"1";"recibe";"recibe,reciben,recibes,reciba,recabe,recebe,recibo,recite,recibí"
"recibido";"1";"recibido";"recibido,recibid,recibidor,recibidos,recibida,recibid o"
"recien";"1";"recen";"recen,reciten,precien,reciben,recaen,recten,re cien,re-cien,enrecien,enrecie,creciente,arrecieren"
"recién";"1";"reciÃ©n";"reciÃ©n"
"reclamo";"1";"reclamo";"reclamo,reclamó,recamo,relamo,reclamos,reclama,reclame,declamo,reclamá,reclamé,re clamo,re-clamo"
"reclutas";"1";"reclutas";"reclutas,reclutás,recluyas,reclutad,recluta,reclutase,reclutes,reclutar,reclutan,reclusas,recluías"
"recoge";"1";"recoge";"recoge,recogé,recoger,recogen,recoges,recoged,recose,recode,recome,recove,recogí,re coge,re-coge"
"recogedor";"1";"recogedor";"recogedor,recogedora,re cogedor,re-cogedor"
"recoger";"1";"recoger";"recoger,recoge,recogerá,recogeré,recogen,recoges,recoser,recocer,recoged,recomer,re coger,re-coger"
"recomienda";"1";"recomienda";"recomienda,recomiendan,recomiendas,recomiende,recomiendo,recomienza"
"reconciliado";"1";"reconciliado";"reconciliado,reconciliad,reconciliador,reconciliando,reconciliados,reconciliada,re conciliado,re-conciliado,reconcilia do,reconcilia-do,reconciliad o"
"reconocen";"1";"reconocen";"reconocen,reconoce,preconocen,reconocer,reconoces,reconoced,re conocen,re-conocen"
"reconozca";"1";"reconozca";"reconozca,reconozcan,reconozcas,preconozca,reconozco,re conozca,re-conozca"
"reconozco";"1";"reconozco";"reconozco,preconozco,reconozca,re conozco,re-conozco"
"reconstrucción";"2";"reconstrucciÃ³n";"reconstrucciÃ³n,reconstructivo,reconstructiva,construcciÃ³n"
"recórcholis";"1";"cÃ³rcholis";"cÃ³rcholis"
"records";"2";"recordás";"recordás,recordó,recordá,recordé,recordar,decores,decore"
"recuerdas";"2";"recuerdas";"recuerdas,recuerda,recuerdes,recuerdos,recuerdan,remuerdas,re cuerdas,re-cuerdas"
"recuerdo";"2";"recuerdo";"recuerdo,recuero,recuerdos,recuerda,recuerde,remuerdo,re cuerdo,re-cuerdo"
"redondo";"1";"redondo";"redondo,redondeo,redondos,redonda,redando,redundo,remondo"
"reencarnarte";"1";"reencarnare";"reencarnare,reencarnarse,reencarnaste,re encarnarte,re-encarnarte,reencarnar te,reencarnar-te,reencarnar,encarnarte,reencarna,reencuadernare"
"refiere";"1";"refiere";"refiere,refieren,refieres,prefiere,refiera,refiero,reviere,rehiere"
"réflex";"1";"flexible";"flexible"
"refrigerador";"1";"refrigerador";"refrigerador,refrigerado,refrigeradora,refrigerados"
"regaba";"1";"regaba";"regaba,regaban,rengaba,regabas,reglaba,bregaba,fregaba,regara,rogaba,negaba,segaba,recaba,cegaba,regata,retaba"
"regalar";"1";"regalar";"regalar,regala,reglar,regalara,regalare,regalará,regalaré,reglara,regalan,regalas,recalar,regalad,regular,regazar"
"regalarme";"1";"regalare";"regalare,regalarse,regalar me,regalar-me,regalar,arreglarme,regala,alegrarme"
"regalaron";"1";"regalaron";"regalaron,reglaron,regalaran,regalaren,recalaron,regularon,regazaron,regalarán,regala ron,regala-ron"
"regalé";"1";"regale";"regale,regalé,legaré,reglé,regala,regaré,regalo,regacé,recalé,regulé,regaló,regalá"
"regalos";"1";"regalos";"regalos,legaros,regalo,regalas,regales,regatos,regados,regamos,regazos,regajos,regalás"
"regaste";"1";"regaste";"regaste,regase,regate,rengaste,reglaste,bregaste,fregaste,regates,regoste,rogaste,registe,regante,negaste,segaste,cegaste"
"regla";"2";"regla";"regla,reglá,legra,regala,reglar,reglan,reglas,reglad,regula,regle,reglo,regia,rebla,regló,regía"
"regresa";"2";"regresa";"regresa,regresá,egresa,regresar,regresan,regresas,regresad,regares,regrese,regreso,represa,regresó,regresé"
"regresará";"1";"regresara";"regresara,regresará,regresar,egresará,regresarán,regresarás,regresare,represará,regresaré"
"reír";"1";"rever";"rever"
"reírse";"2";"restarse";"restarse"
"rejas";"1";"rejas";"rejas,jeras,rajes,tejas,reja,reas,orejas,trejas,rajas,rejos,rojas,rijas,cejas,retas,lejas"
"relación";"1";"relajación";"relajación"
"relaciones";"1";"relaciones";"relaciones,relacione,relacionas,relacionen,relacionás"
"religión";"1";"religiÃ³n";"religiÃ³n"
"religiosa";"2";"religiosa";"religiosa,religiosas,religioso"
"rellenas";"1";"rellenas";"rellenas,rellenás,rellanes,rellenad,rellena,rellenase,rellanas,rellenes,rellenar,rellenos,rellenan,re llenas,re-llenas"
"reloj";"4";"reloj";"reloj,relej"
"rema";"1";"rema";"rema,remá,mera,tema,rea,reama,remar,reman,remas,crema,trema,remad,reuma,rama,reme"
"remo";"1";"remo";"remo,remó,mero,temo,reno,reo,reamo,remos,tremo,rema,ramo,reme,romo,rimo,reto"
"remolachi";"1";"remolacha";"remolacha,remolares"
"renacuajos";"1";"renacuajos";"renacuajos,renacuajo,ranacuajos"
"renos";"1";"renos";"renos,rones,remos,reno,reos,reinos,rencos,trenos,frenos,reznos,ranos,renes,senos,retos,denos"
"renunciar";"1";"renunciar";"renunciar,renuncia,enunciar,renunciara,renunciare,prenunciar,renunciará,renunciaré,renuncian,renuncias,renunciad,denunciar"
"repente";"6";"repente";"repente,repentes,repinte,nepente,relente,repunte,regente"
"repetir";"1";"repetir";"repetir,repetirá,repetiré,repetid"
"repita";"1";"repita";"repita,perita,reputa,repta,repitan,repinta,repitas,crepita,repite,repito,repina,repisa,repica,recita,cepita"
"repite";"2";"repite";"repite,perite,repute,repte,repiten,repinte,repites,crepite,repita,repito,repine,repise,recite,remite,rebite"
"repito";"2";"repito";"repito,perito,reputo,repto,repinto,crepito,repita,repite,repino,repiso,repico,recito,remito,rebito,rejito"
"replica";"1";"replica";"replica,replicá,repica,replicar,replican,replicas,replicad,replico,replicó,re plica,re-plica"
"representación";"1";"representación";"representación,re presentación,re-presentación"
"reproductor";"1";"reproductor";"reproductor,reproductora,re productor,re-productor"
"reputación";"1";"reputación";"reputación,refutación"
"resaca";"1";"resaca";"resaca,resacá,cesara,resacar,resacan,resacas,resacad,reseca,resaco,resana,retaca,resacó,rejaca,re saca,re-saca"
"resbalando";"1";"resbalando";"resbalando,resbalado,rebalsando,res balando,res-balando,resbalan do,resbalan-do"
"reservan";"1";"reservan";"reservan,reserva,preservan,reserven,reservar,reservas,reservad"
"respiraaaaa";"2";"respirara";"respirara,respiradora,respirar,respira"
"respirar";"1";"respirar";"respirar,respira,espirar,respirara,respirare,respirará,respiraré,respiran,respiras,respirad,respigar,res pirar,res-pirar"
"respiren";"1";"respiren";"respiren,respire,espiren,respiran,respires,res piren,res-piren"
"responde";"44";"responde";"responde,respondé,response,responder,responden,respondes,responded,responda,respondo,respondí"
"respondé";"1";"responde";"responde,respondé,responsé,respondés,responda,respondo,respondí"
"responden";"1";"responden";"responden,responsen,responde,respondan,responder,respondes,responded"
"responderle";"1";"responderse";"responderse,respondedle,responder le,responder-le,responder,responden,responded,responde"
"responderte";"1";"responderse";"responderse,responder te,responder-te,responder,respondedle,responden,responded"
"respondió";"1";"respondió";"respondió"
"respuesta";"1";"respuesta";"respuesta,repuesta,respuestas,res puesta,res-puesta"
"restaurante";"3";"restaurante";"restaurante,restaurantes,restauraste,restauran te,restauran-te"
"resto";"2";"resto";"resto,restó,roste,testo,reato,reto,esto,restos,presto,estro,retos,resta,reste,rosto,rento"
"resulta";"1";"resulta";"resulta,resultá,resuelta,resultar,resultan,resultas,resultad,resalta,resulte,resurta,resulto,resultó,resulté"
"resultado";"1";"resultado";"resultado,resultad,resultando,resultados,resultada,resaltado,resulta do,resulta-do,resultad o"
"retiros";"1";"retiros";"retiros,retiro,retiras,retires,regiros,retirás,re tiros,re-tiros"
"reuma";"1";"reuma";"reuma,rema,reumas,resuma,rezuma,reama,neuma"
"revés";"1";"revés";"revés,revé,revéis,prevés,revén"
"revólver";"1";"revolver";"revolver"
"rey";"3";"rey";"rey,re,grey,frey,rea,reo,res,ley,red,bey,re y"
"reyes";"5";"reyes";"reyes,retes,greyes,freyes,rayes,renes,reces,leyes,redes,remes,beyes,re yes,re-yes,rey es,rey-es"
"reza";"1";"reza";"reza,rezá,rea,rezar,rezan,rezas,rezad,breza,freza,raza,rezo,roza,riza,reta,reda"
"rezar";"1";"rezar";"rezar,reza,rezara,rezare,brezar,frezar,rezará,rezaré,razar,rozar,rizar,rezan,rezas,retar,rezad"
"riáis";"2";"ruáis";"ruáis,roáis,criáis,triáis,riláis,rimáis,rifáis,rizáis,rijáis,ciáis,liáis,miáis,piáis,fiáis,riscáis"
"ridículo";"1";"ridÃ­culo";"ridÃ­culo"
"ríe";"3";"re";"re,críe,tríe,rae,roe,líe,píe,fíe,rúe"
"riendo";"1";"riendo";"riendo,tiendo,rindo,rendo,rienda,siendo,viendo,hiendo"
"ries";"1";"irse";"irse,roes,res,aries,riese,rices,riles,rimes,riges,rifes,raes,riel,mies,pies,bies"
"rifle";"1";"rifle";"rifle,rife,rile,rifles,riele"
"riiiiiinnnngggggg";"2";NA;NA
"riiiiing";"2";NA;NA
"riñón";"1";"rizan";"rizan"
"rio";"1";"roo";"roo,ro,ario,riso,rico,rito,rilo,rimo,rifo,rizo,rijo,ria,reo,dio,mio"
"río";"1";"roí";"roí,ro,crío,trío,reo,roo,lío,pío,fío,rúo"
"riqueza";"1";"riqueza";"riqueza,riquezas"
"robar";"1";"robar";"robar,robra,tobar,roba,robara,robare,robrar,roblar,probar,robará,robaré,obrar,rorar,roban,robas"
"robaron";"1";"robaron";"robaron,roboran,roblaron,probaron,obraron,robaran,robaren,roraron,rosaron,sobaron,rotaron,rolaron,rodaron,rogaron,rozaron"
"robé";"1";"robe";"robe,robé,rob,roé,roblé,probé,obré,roba,roré,robo,rosé,sobé,rocé,roté,rolé"
"roblemas";"1";"problemas";"problemas,roblemos,robledas,rob lemas,rob-lemas,roble mas,roble-mas,problema,emblemas,roblas"
"robo";"2";"robo";"robo,robó,boro,rob,roo,robos,robot,roblo,rombo,probo,obro,roba,rabo,robe,roro"
"rodillas";"1";"rodillas";"rodillas,rosillas,rodilla,rodillos,ropillas"
"roja";"3";"roja";"roja,rajo,rija,roa,rojea,rioja,rojas,troja,rojal,ojar,raja,aoja,reja,rora,rojo"
"rojas";"1";"rojas";"rojas,rijas,roja,roas,rojeas,riojas,trojas,rajas,aojas,rejas,roras,rojos,rosas,sojas,rocas"
"rojo";"2";"rojo";"rojo,tojo,rijo,roo,ojo,rojeo,reojo,rojos,rosjo,roja,rajo,aojo,rejo,roro,roso"
"rollo";"4";"royo";"royo,rollo,rolló,tollo,rolo,rollos,brollo,rolla,rallo,rolle,roleo,roldo,pollo,roblo,bollo"
"romana";"1";"romana";"romana,romaná,roana,romanea,romanar,romanan,romanas,romanad,promana,romanza,romane,remana,romano,rumana,romaza"
"rompa";"1";"rompa";"rompa,rampo,roma,ropa,rompan,rompas,trompa,rompía,rampa,rompe,romea,rompo,pompa,zompa,rompí"
"rompe";"3";"rompe";"rompe,rompé,romper,rompen,rompes,trompe,romped,rompa,rampe,rompo,rompí"
"romper";"1";"romper";"romper,rompe,romperá,romperé,rompen,rompes,romped"
"rompió";"1";"rompió";"rompió"
"ron";"1";"ron";"ron,ton,rob,ro,roan,aron,roen,roa,roe,roo,ion,non,ros,son,con"
"ropa";"2";"ropa";"ropa,rapo,topa,roa,opa,ropas,tropa,rompa,proa,rapa,rora,rosa,sopa,roca,copa"
"roque";"1";"roque";"roque,toque,oque,ronque,roques,rosque,troque,raque,coque,ruque,moque,foque,hoque,ro que,ro-que"
"rosa";"3";"rosa";"rosa,rosá,roas,oras,sora,raso,tosa,risa,roda,ros,roa,osa,rosea,rosar,rosan"
"roto";"1";"roto";"roto,rotó,orto,toro,rito,roro,royo,roo,oto,rotor,rotos,rosto,troto,broto,froto"
"rriendo";"1";"riendo";"riendo,arriendo"
"rubia";"11";"rubia";"rubia,rubias,rubial,rabia,rubra,rubio,nubia,rucia,rumia,rupia,gubia,zubia"
"rubias";"1";"rubias";"rubias,rubia,rabias,rubras,rubios,nubias,rucias,rubial,rumias,rupias,gubias,zubias"
"rubita";"2";"rubia";"rubia,rubeta,rebita"
"rueda";"1";"rueda";"rueda,ruda,reda,ruedan,ruedas,ruada,ruede,ruedo,rueca,pueda,ruega,queda"
"ruedas";"1";"ruedas";"ruedas,rueda,rudas,redas,ruadas,ruedes,ruedos,ruedan,ruecas,puedas,ruegas,quedas"
"rumana";"1";"rumana";"rumana,ruana,rumanas,remana,rumano,romana,humana"
"rumores";"1";"rumores";"rumores,tumores,rumorea,rumoreas,rumorees,rumoreás,rumoree,rumoreo,rubores,humores,rumoreó,rumoreá,rumoreé,rumo res,rumo-res"
"s";"1";"a";"a,d,as,se,es,so,os,si,is,ns,su,sé,e,o,u"
"sábado";"1";"sebado";"sebado,sobado"
"sabe";"9";"sabe";"sabe,sabé,base,sane,sabea,saber,sabre,sabeo,saben,sabes,sable,sabed,sebe,sobe,cabe"
"sabeis";"1";"sabéis";"sabéis,sabeos,sabes,sabeas,sabe is,sabe-is"
"saben";"2";"saben";"saben,basen,sanen,sabe,sabea,saber,sabeo,soben,sabes,caben,salen,sabed,suben,sajen"
"saber";"5";"saber";"saber,sabre,sabe,sabea,sabeo,sabor,saben,sabes,caber,sabed,haber"
"saberlo";"1";"saberlo";"saberlo,saberlos,saberla,saberle,saber lo,saber-lo"
"sabes";"28";"sabes";"sabes,sabés,bases,sanes,sabea,sabed,sabe,sabeas,sabres,sabeos,sables,sebes,saber,sabeo,sobes"
"sabia";"1";"sabia";"sabia,sabía,savia,sabina,sabias,sabida,sabea,rabia,sabio,sacia,salia,labia,samia"
"sabía";"4";"sabia";"sabia,sabía,sabría,sabían,sabías,sabea,cabía,salía,subía"
"sabias";"1";"sabias";"sabias,sabías,savias,sabia,sabinas,sabidas,sabeas,rabias,sabios,sacias,salias,labias,samias"
"sabías";"1";"sabias";"sabias,sabías,sabía,sabrías,sabíais,sabeas,sabían,cabías,salías,subías"
"sabor";"1";"sabor";"sabor,rabos,sobar,saber,tabor,labor,babor"
"sabrás";"1";"sabrás";"sabrás,sabrá,sabres,sobrás,sabrán,cabrás,labrás"
"sabría";"1";"sabría";"sabría,sabía,abría,sabrían,sabrías,cabría,jabría"
"saca";"6";"saca";"saca,sacá,asca,casa,daca,asaca,sacar,sacra,sacia,sacan,sacas,sacad,sacha,seca,saco"
"sacacorchos";"2";"sacacorchos";"sacacorchos,saca corchos,saca-corchos"
"sacado";"2";"sacado";"sacado,casado,sacad,asacado,sacador,saciado,sacando,sacados,sachado,sacada,secado,sanado,salado,sacudo,macado"
"sacándote";"1";"sacándose";"sacándose,sacerdote"
"sacar";"1";"sacar";"sacar,sacra,casar,saca,sacara,asacar,sacare,saciar,sachar,sacará,sacaré,secar,sacan,sanar,sacas"
"sacaste";"3";"sacaste";"sacaste,casaste,sacase,asacaste,saciaste,sachaste,secaste,sanaste,salaste,macaste,vacaste,sajaste,sacas te,sacas-te"
"sacerdote";"1";"sacerdote";"sacerdote,sacerdotes"
